,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
626,take82590359,"マイポートフォリオ 5/8

【個別株】
$AAPL 
$BABA 
$NIO 
$JD 
$EH 
トヨタ自動車 
川崎重工業 
MonotaRO 
栗田工業 
キャノン 
SUMCO 
ビザスク
ロゼッタ 

【インデックス・ETF 】
eMAXIS Slim S&amp;P500とオルカン
$SMH 
日経225
日経平均レバ

【その他】
預貯金 
債券 
ドル建て保険
不動産",2021-05-08 00:40:51+00:00,35087,3,8,229
627,PeterTrader99,"YTD / 1 Year / 5 Years

$ARKK -13% / 88% / 506%

$SPY 12% / 44% / 106%

$QQQ 6% / 49% / 216%

$BRK.A 26% / 65% / 106%

$AAPL -3% / 68% / 475%

$ROKU -6% / 150% / 1094%

$TSLA -6% / 310% / 1519%

$AMD -14% / 48% / 2047%

Don’t judge by YTD short term performance you fuxxers 🤬🤬🤬",2021-05-08 00:02:23+00:00,12694,20,49,387
628,supercimomo,"Valuation update on #FAAMG

If you want to “rotate to value”, here are some value stocks worth looking into.

Out of the batch, the cheapest is $FB, followed by $AMZN, $GOOG, $AAPL and the most expensive is $MSFT.

Note that I did not discount regulatory risks. https://t.co/0TVyaCcNES",2021-05-07 22:07:08+00:00,1856,19,71,429
629,BackpackerFI,"Great companies don't care about your TAM projections.

FAAMG revenue streams 👇🏻

$FB $AAPL $GOOG $MSFT $AMZN https://t.co/KdaEUSfZUO",2021-05-07 03:19:23+00:00,55488,9,48,288
630,JoTrader4,"Cathie making some major realignments today. Put a bullet in $FSLY. Selling a 1.1% fund weight. That very rarely happens in one swoop. 
Did the same with $AAPL and not much left there now. Doubled down on some names like $NET $PTON $SKLZ $TWTR $U $DKNG while rebuy some $SE $ROKU.",2021-05-07 02:47:11+00:00,11507,36,32,352
631,HeroDividend,"5 stocks I am holding for 10+ years🤩

$WM ♻️
$DLR 🏙
$HD 👷🏻‍♂️
$AAPL 🍎🍏
$AMZN 🎁🛍

What are your 5?

👇🏻",2021-05-06 17:08:09+00:00,31095,41,31,205
632,BackpackerFI,"The power of a brand.

Remember when everyone made fun of these things? $AAPL https://t.co/JcoMc5Hmhy",2021-05-06 13:12:28+00:00,55488,57,225,1043
633,Jotatrader_ok,Que locura $AAPL 🍏 https://t.co/8iEv5VtNG8,2021-05-06 13:06:18+00:00,37821,4,15,231
634,maasi_kabuo,"GWとか関係なく投資したい米国企業10選

①AAPL
②MSFT
③AMZN
④FB
⑤GOOG
⑥TSLA
⑦BRK.B
⑧JPM
⑨JNJ
⑩V

どうしても個別株投資したいなら、
騙されたと思ってこの中からの選択をおすすめします。

しかし、一本でこれら全てに投資できるものがある…

そう、S&amp;P500ならね！",2021-05-05 03:00:11+00:00,43490,3,21,381
635,JesseCohenInv,$AAPL $AMZN $MSFT $GOOGL $FB $TSLA $NVDA $BABA $PYPL https://t.co/KrGvBdgXke,2021-05-04 16:10:14+00:00,33042,41,141,504
636,FromValue,"10 years ago, $AAPL had a market cap of $330B, now $2.2T. If you would have said that at the time, you would have been the laughing stock of Wall Street. 

Imagination combined with logic is a strong force. 

Which $100B+ company has the potential to be a $2T company before 2035?",2021-05-03 20:52:33+00:00,60401,80,39,394
637,MarketRebels,"$AAPL price target raised from $140 to $150 at Credit Suisse, raised from $158 to $161 at Morgan Stanley",2021-05-03 12:35:00+00:00,128590,10,40,247
638,SJosephBurns,"Which two of these companies could you completely stop using all their products and services forever: 

$AAPL
$GOOGL
$AMZN
$FB
$MSFT
$TWTR
$DIS
$WMT
$MCD",2021-05-03 11:29:31+00:00,404025,399,27,244
639,jicchamatome,"👴21年第1四半期決算 これまでの好決算銘柄一覧
$GOOG $AAPL $AMZN $FB $MSFT $AMD $PINS $UPS $TSLA $BKR $XOM $CVX $DRVN $CROX $SWKS $SPGI $MSCI $POWI $IBM $HOG $KO $PEP $TSM $WFC $GS $JPM $LEVI $ASML $PM",2021-05-03 09:00:00+00:00,105344,4,54,445
640,GerberKawasaki,Munger and Buffett are 188 years old. Of course they don’t get bitcoin. They don’t even get technology. The furthest they got was Apple $aapl $brka,2021-05-02 21:55:36+00:00,174336,176,103,1385
641,1MainCapital,"Ok, have a friendly bet w wifey.

Of the following, if you had to stop using the products/services of two of these companies completely, which would you get rid of?

$FB, $AMZN, $MSFT, $GOOG, $AAPL",2021-05-02 20:41:34+00:00,16196,1813,46,652
642,cperruna,"Berkshire 1st bought $AAPL in May 2016, after a 25,000% run, 32 years after IPO.

Berkshire 1st bought $AMZN in May 2019, after a 97,000% run, 22 years after IPO.

Bitcoin and crypto is only 12 years old.
Bitcoin up 19 million %.    

Perhaps still too early for Berkshire. 🤔😎😉 https://t.co/uLqXBr3Dm0",2021-05-02 14:45:32+00:00,95866,23,45,282
643,StockDweebs,"My top stocks to buy this week:

1. $ROKU - 6.2% 📺
2. $SQ - 5.4% ⬛️
3. $PYPL - 3.9% 💳
4. $DKNG - 5.7% 🏈
5. $ATVI - 3.5% 🏓
6. $TWTR - 4.4% 🐦
7. $AAPL - 2.4% 🍎
8. $AMD - 3.5% 🔦
9. $NKE - 2.3% 🏀
10. $GE - 3.0% 🌬️

Watch the technical analysis here: https://t.co/BMc46Llbde",2021-05-02 13:00:01+00:00,180444,48,57,640
644,ValaAfshar,"Revenue ($ billions): 

Tesla
Netflix
Uber
*AirPods* $AAPL 
Adobe
NVIDIA
AMD
Spotify
Twitter
Snap
Shopify https://t.co/9BsA0xTKsT",2021-05-02 00:27:22+00:00,601284,17,72,274
645,cperruna,"""If I taught a class, on my final exam I would take an Internet company &amp; ask, 'How much is this company worth?' Anyone who would answer, I would flunk."" Buffett, 1998

Buys $AAPL 18 years later
Buys $AMZN 21 years later

All-time investor but not the one to talk tech or crypto.",2021-05-01 19:53:39+00:00,95867,41,30,411
646,WOLF_Financial,"Which portfolio would you choose for 5 years? Why?

A.
$AAPL
$TWTR
$PLTR
$ARKK

B.
$AMZN
$PINS
$SE
$QQQJ

C. 
$FB
$FUTU
$SQ
$VOO",2021-05-01 14:46:24+00:00,23209,272,40,308
647,jicchamatome,"👴ビデオサマリー(5/1)
＜第1四半期決算の総括＞
- 結論: 決算は良い、投資家は冷淡
- 好決算トップ３: $AMD $FB $GOOG
- $AAPL $TSLA $GOOG: 決算○、当然買い、決算後の反応は無視してOK
- いまの相場ですべきこと: ①十分な分散 ②ファンダメンタルズ、バリュエーションに気を配る ③決算に気を配る",2021-05-01 11:16:22+00:00,105344,4,48,720
648,BradoCapital,"Here is my working A-Z list of the greatest businesses on the planet 🌎 

Abbott $ABT
Accenture $ACN
Activision Blizzard $ATVI
Adobe $ADBE
Airbnb $ABNB
Alibaba $BABA
Alphabet $GOOG
Amazon $AMZN
American Tower $AMT
Ansys $ANSS
Apple $AAPL
Atlassian $TEAM
Autodesk $ADSK",2021-04-30 18:19:03+00:00,2157,38,74,432
649,munster_gene,Investors gave $AAPL little love for its record quarter. Here are four stats that put the quarter into perspective:,2021-04-30 16:05:39+00:00,22652,24,25,232
650,TrungTPhan,"Spent last 72 hours looking at European tech stocks

Here’s my recommendation on what to buy: $FB, $AMZN, $AAPL, $MSFT, $GOOGL",2021-04-30 15:01:24+00:00,202543,42,57,1218
651,Beth_Kindig,"After the busiest week of Q1 earnings, we take a look at which stocks outperformed revenue estimates the most.

$NIO $SHOP $AAPL $FB $AMD $GOOGL $AMZN $PINS $MSFT $TSLA $TDOC https://t.co/PIr3WPJR7R",2021-04-30 14:26:58+00:00,98475,23,138,612
652,markminervini,"Stocks like $DLTH, $ETH, $BKE, $GPKR and even $AAPL (to name just a few) really tell the true story about this market environment. 1 to 3 day pops, then back in you go. The whack a mole marke!  I started selling into the short term pops months ago. Best decision I ever made. https://t.co/VuMjcLnBUF",2021-04-30 14:14:37+00:00,313925,14,25,330
653,Investingcom,"*APPLE HIT WITH EU ANTITRUST CHARGE OVER APP STORE PRACTICES

$AAPL",2021-04-30 10:46:12+00:00,594021,9,30,200
654,WAT_investor,"これ…ナイショの話なんですけど…

$AAPL

9年連続増配なんです。

$VIG

って10年連続増配が条件なので、うまく行けば来年から……

😆",2021-04-30 03:28:24+00:00,7465,7,22,532
655,charliebilello,"At $7.5 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is higher than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/HHhN6aJKL7",2021-04-29 20:29:38+00:00,309807,54,322,862
656,charliebilello,"Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Google $GOOGL: +34.4%
Netflix $NFLX: +24.1%
Microsoft $MSFT: +19.1%
S&amp;P 500 $SPY: +5.6%",2021-04-29 20:22:59+00:00,309807,94,635,2622
657,BackpackerFI,"$AAPL has been negative on the year 14 of the last 40 years, nearly a quarter of them

7 of those times exceeded a 30% drawdown

Long-term winners don’t go straight up",2021-04-29 18:48:28+00:00,55490,5,24,251
658,jimcramer,Time to buy some aapl if you don't own it?,2021-04-29 15:52:25+00:00,1749086,510,159,2587
659,markminervini,"If anyone thinks the breakout/reversal theme is isolated to the thinner names, take a look at AAPL today. Pop and drop is rampant! And who knows... could close strong. LOL! Lots of jockeying around breakouts.",2021-04-29 14:47:32+00:00,313925,30,13,491
660,swoph,men only want one thing and it’s a 1980 $AAPL call option,2021-04-29 14:42:31+00:00,50020,104,253,4227
661,BahamaBen9,I'm not sure what else $AAPL could have done?  Cure cancer?,2021-04-29 14:01:19+00:00,44791,41,25,442
662,TommyThornton,$AAPL blowout and investors get a 1% upside move.,2021-04-29 13:43:49+00:00,54613,94,29,781
663,GerberKawasaki,Apple proved its still a monster. A bigger more profitable monster than before covid. Amazing numbers. Huge use of products across ever line. $aapl,2021-04-29 13:12:49+00:00,174336,21,19,294
664,MarketRebels,$AAPL price target raised from $83 to $130 at Goldman Sachs,2021-04-29 12:23:41+00:00,128589,99,41,483
665,cmcatedra,"Mañana es mi cumpleaños, así que me gasto la mitad del ahorro de este mes en mí.
Y en pro de todos los que sois accionistas de Apple.

$AAPL
#longapple https://t.co/TYPa7zfqxa",2021-04-29 11:26:35+00:00,12383,58,6,235
666,NorthmanTrader,"$AAPL announced a $90B buyback.
Does the Fed still own $AAPL bonds?
Was that really necessary to begin with? https://t.co/Pn5j2sVlWv",2021-04-29 10:39:58+00:00,304530,11,44,317
667,garyblack00,"$TSLA +1% pre-mkt to $702, following tech stocks higher after $AAPL and $FB earnings crushed ests.  QQQ higher (+0.9%) despite higher 10-yr Treas yields (1.66%, +4.6 bp). The Fed promised to remain accommodative even with $4T fiscal stimulus proposed by Biden in his SOTU address.",2021-04-29 10:24:17+00:00,85232,13,11,285
668,carlquintanilla,"In a painful read, Goldman’s Rod Hall finally ups $AAPL to Neutral

“Our original view that the iPhone cycle would disappoint in the midst of COVID was clearly wrong. .. Since we added AAPL to the Americas Sell List on 16 April, 2020, the shares are up 86% vs. the S&amp;P 500 up 49%” https://t.co/2CFtjoX22z",2021-04-29 10:14:19+00:00,315089,57,57,427
669,BackpackerFI,"My top 10 medium to high growth, low to moderate risk stocks:

1) $AAPL
2) $GOOG
3) $AMZN
4) $FB
5) $ADBE
6) $NOW
7) $CRM
8) $MA
9) $ADSK
10) $DIS

Every portfolio should have some of these as core positions for stability IMHO",2021-04-29 02:44:36+00:00,55490,59,54,647
670,carlquintanilla,"The comments from @tim_cook — on the Apple earnings call, talking about the chip shortage — remind one of the fact that he literally made his bones as a supply-chain logistician.

$AAPL https://t.co/YVxXdXyvbo",2021-04-29 01:22:27+00:00,315089,37,47,500
671,fatbabyfunds,"$AAPL share price in 2003: $0.23
$AAPL dividend in 2021: $0.22

Investing is magic.",2021-04-29 00:57:52+00:00,7331,17,97,987
672,us_stock_invest,"🍎 $AAPL Apple FY21 Q2

⭕️EPS: $1.40🆚$0.99(予想)
⭕️売上高: $89.6B(+54%)🆚$77.4B

▶️製品別
⭕️iPhone: $47.9B(+66%)🆚$40.80B
⭕️iPad: $7.8B(+79%)🆚$5.79B
⭕️Mac: $9.1B(+70%)🆚$6.90B
⭕️Wearables, Home and Accessories: $7.8B(+25%)🆚$7.45B 
⭕️Services: $16.9B(+27%)🆚$15.53B

(1/2)",2021-04-29 00:02:04+00:00,41887,1,53,393
673,take82590359,"$AAPL  カップウィズハンドルを形成

アップルが1〜3月期決算を発表し、売上高、EPS（1株あたり利益）とも予想を大きく上回りました

また、7%の増配と900億ドルの自社株買いを発表しました

チャートは株価上昇のサイン、カップウィズハンドルを形成しており、今後150ドルを目指す展開が予想されます https://t.co/7LLrcoTbKy",2021-04-29 00:00:03+00:00,35087,7,50,408
674,jimcramer,"where would the stock of Apple be if it had only beaten numbers, say, by pennies? Down huge?  #Apple, $AAPL",2021-04-28 22:50:10+00:00,1749086,234,39,1158
675,OL20225358,"アップル $AAPL

一株利益、売上ともに市場予測を上回る✨

それだけでなく、株主還元として、

✅配当金

20.5セントから22セントに増配(7.31%増配)

✅自社株買い

更に900億ドル増

まさに異次元(*´ω｀*)💞

投資OLちゃんがアップルを米国株のメインに据える理由、おわかりいただけたかな？👧🏻✨",2021-04-28 22:40:12+00:00,69027,15,7,364
676,Butamaru_Butako,"アップル $AAPL 決算予想を上回る。

▪️売上54%増、記録達成
▪️売上総利益率 42.5％(予想39.8%)
▪️iPhone需要で1-3月期利益は2倍以上
▪️M1のMacが後押し
▪️海外売上高は67％
▪️自社株買い戻し90B増額
▪️配当金7％引き上げ
▪️米国従業員時給0.50～$3引上げ
▪️営業費用が若干増加
▪️ガイダンス見送り https://t.co/alZQQgVnUN",2021-04-28 22:01:32+00:00,31768,3,53,377
677,DividendGrowth,"Buffett's Berkshire Hathaway just received a dividend increase from Apple $AAPL

Buffett will receive $780,679,287.52 in dividends from Apple over the next year at the new rate of 88 cents/share

This is 7.3% higher than the $727,451,154.28 at the previous annual rate of 82 cents",2021-04-28 21:52:33+00:00,81615,11,61,390
678,clueless_1337,"Earning reports summary so far:

$MSFT 🤯
$GOOG 🤯🤯
$FB earning reports 🤯🤯🤯
$AAPL earning reports 🤯🤯🤯🤯",2021-04-28 21:34:13+00:00,10040,17,26,397
679,richassvc,"$AAPL authorized the purchase of $90B in share buybacks. For perspective, that’s enough to give every American $1B dollars and still have $83B left over.",2021-04-28 21:13:24+00:00,9955,26,6,301
680,charliebilello,"Apple Revenue (Billions)
2021(est): 346
2020: 294
2019: 268
2018: 266
2017: 229
2016: 216
2015: 234
2014: 183
2013: 171
2012: 157
2011: 108
2010: 65
2009: 43
2008: 37
2007: 25
2006: 19
2005: 14
2004: 8.3
2003: 6.2
2002: 5.7
2001: 5.4
2000: 8.0
1999: 6.1
1998: 5.9
1997: 7.1
$AAPL",2021-04-28 21:11:37+00:00,309808,11,67,368
681,garyblack00,"Both $FB and $AAPL do great jobs on their quarterly earnings calls.  Both CEOs are scripted and hit key themes, CFOs cover highlights of the qtr and update strategic priorities, and Q&amp;A is value added. FB call is more strategic.  Both 4pm ET. $tsla @elonmusk @MartinViecha",2021-04-28 21:06:02+00:00,85232,43,12,304
682,zerohedge,AAPL + GOOGL = $140BN in buybacks,2021-04-28 21:02:16+00:00,1097545,33,105,532
683,charliebilello,"Apple Q1 Revenues were up 54% over the prior year, the highest YoY growth rate since 2012. $AAPL

Data: @ycharts https://t.co/mfFSB1KYfJ",2021-04-28 21:01:27+00:00,309808,19,76,343
684,SnazzyQ,$AAPL continues to defy expectations and prove itself as basically the safest investment out there. Unbelievable results. https://t.co/crweETtxCs,2021-04-28 20:57:55+00:00,134233,8,19,234
685,munster_gene,"1) Apple reported spectacular 15% revenue upside, equating to a $12B revenue beat. Strength came across the board. Under normal circumstances, shares of $AAPL would be up 10%+ reporting this kind of upside. The reason why it's only up 3% is the question about sustainability.",2021-04-28 20:48:12+00:00,22652,22,35,282
686,Investingcom,"*APPLE SHARES RALLY MORE THAN 3% AFTER HUGE EARNINGS BEAT

$AAPL https://t.co/NVWizzb8NF",2021-04-28 20:42:59+00:00,594024,8,33,253
687,garyblack00,"$AAPL blowout qtr as well:
- 2Q: Rev +54% (+32% E)
- iPhones $47.9B vs $41.5B E
- iPad $7.8B vs $5.7B E
- China Revs +88%•
- 2Q EPS $1.40 vs $.99 E 
- $90B (4%) added to -buybacks
AAPL beat on every line",2021-04-28 20:42:57+00:00,85232,24,17,326
688,NorthmanTrader,"$GOOGL: $50B buyback
$AAPL: $90B buyback

Powell: Things are so dire we must continue crisis level printing at $120B per month.",2021-04-28 20:40:02+00:00,304532,48,152,1111
689,SpacBobby,"$AAPL revenues figures are mindboggling:

Increases Dividend by 7%

Board Has Declared A Cash Div of $0.22/Shr
-2Q iPad Revenue $7.81B, Est. $5.65B
-2Q Service Rev. $16.90B, Est. $15.65B
-2Q Wearables, Home &amp; Accessories $7.84B, Est. $7.52B
-2Q Mac Revenue $9.10B, Est. $6.80B",2021-04-28 20:40:01+00:00,52696,7,39,219
690,LMT978,"$AAPL 
$204B in cash, more than the market cap of 465 stocks in the S&amp;P 500. 
Strong reports so far from big tech.",2021-04-28 20:38:14+00:00,67819,13,32,262
691,LiviamCapital,How did iPhone revenue go up 65.5%? I literally can't even wrap my mind around it. Did everyone upgrade their phone in the same quarter? $AAPL,2021-04-28 20:37:23+00:00,29763,55,8,380
692,9to5mac,"AAPL profit more than doubled in Q2 2021 to $23.6 billion, up from $11.25 billion in the year-ago quarter. https://t.co/TtiKzqLY52",2021-04-28 20:36:38+00:00,673912,5,39,244
693,Investingcom,"*APPLE AUTHORIZED BOOST OF $90B TO EXISTING BUYBACK PROGRAM

$AAPL https://t.co/qR3HtTPKOl",2021-04-28 20:35:04+00:00,594024,8,41,234
694,9to5mac,"Apple (AAPL) reports Q2 2021 earnings: $89.6 billion in revenue, up 54% YOY https://t.co/GEMY0NTarM by @ChanceHMiller",2021-04-28 20:33:46+00:00,673912,1,39,236
695,srussolillo,"Apple is a $2 trillion company by market cap that just reported 54% revenue growth. 

That is absolutely staggering. 

$AAPL
https://t.co/iW2Xyoebt1",2021-04-28 20:33:19+00:00,20433,25,163,491
696,dividendhike,#Apple hikes dividend by 7.3 percent. $AAPL,2021-04-28 20:32:18+00:00,17202,10,64,336
697,MarketRebels,$AAPL now has more than $200 billion in the bank,2021-04-28 20:32:11+00:00,128589,42,79,592
698,OphirGottlieb,"$AAPL

* EPS $1.40 Beats $0.99 Estimate
* Sales $89.58B Beat $77.35B Estimate",2021-04-28 20:30:52+00:00,142756,20,32,205
699,BahamaBen9,"Only investing advice you'll ever need:

Buy quality stocks w/ large total addressable markets as earlier as possible &amp; do nothing.

$SHOP $TWLO $SQ $PYPL $ADYEY $TSLA $SE $MELI $AMZN $MSFT $AAPL $GOOG $DOCU $CRM $TTD $ROKU $PTON $NOW $ETSY $PINS $AVLR $CRWD $ZS $OKTA $ABNB $RDFN",2021-04-28 11:56:49+00:00,44791,49,59,591
700,ChrisDungeon,"In April of 2013, I sold my 2001.5 Audi B5 S4 for $9K. Super fun car. Manual, APR tuned with ~400 horsepower &amp; torque.

I took that cash and immediately purchased 600 split-adjusted shares of $AAPL

In May 2019 I sold $AAPL for $TSLA

That original $9K is now worth $420K 😂",2021-04-28 03:11:52+00:00,6345,15,9,271
701,garyblack00,"I take it as a good sign that @elonmusk feels good about everything such that he doesn’t feel he needs a $TSLA PR person. To me, great product and great PR are not mutually exclusive, as $AAPL has proven consistently since Steve Jobs’ days. https://t.co/ea2wXTAMfZ",2021-04-28 00:19:01+00:00,85232,70,27,512
702,squawksquare,"First there was a cash problem for $tsla and it has been solved. Then “demand” and sales issue: well resolved. Then margins which have been solved. Then net income. Then profit. Again, all solved. Tesla has outdone even $aapl in their growth trajectory and financials  buy dips.",2021-04-27 17:38:08+00:00,25383,19,51,644
703,LiviamCapital,"Top 8 positions after $EVO's gap up today. YTD +17%.

$FB $GOOG $AAPL $EVO $SE $AMZN $ADYEN $MELI https://t.co/HYHEHBWeOb",2021-04-27 16:29:21+00:00,29763,38,12,350
704,markminervini,$AAPL is setting up in a cup with handle that I'm sure the whole world sees... earnings tomorrow after the bell!,2021-04-27 15:01:47+00:00,313925,30,37,717
705,Beth_Kindig,"Today we preview the biggest week of Q1 earnings, with over 45% of the S&amp;P’s market cap set to report.

$AMZN $FB $AAPL $GOOGL $MSFT $TSLA $SHOP $AMD $PINS $TDOC $NIO $TWTR https://t.co/6t4Hb7fFJl",2021-04-26 16:25:53+00:00,98475,7,39,219
706,stocktalkweekly,"Do I think $CCIV x $AAPL will happen? Who knows.

What I do know is, the last time Peter Rawlinson denied something in an interview, it was the @LucidMotors x $CCIV merger rumors. The skeptics mocked the speculation as a joke at that time. 

You know the rest of the story.",2021-04-26 14:43:07+00:00,81676,27,34,331
707,JesseCohenInv,$AAPL $GOOGL $AMZN $MSFT $TSLA (via @BloombergTV) https://t.co/rnvhBhk0Jl,2021-04-26 14:39:29+00:00,33041,6,50,211
708,stocktalkweekly,"$CCIV is up 5%

There is speculation circulating regarding @LucidMotors CEO Peter Rawlinson most recent interview. He was directly asked if Lucid had been approached by $AAPL, and he declined to comment. According to SEC &amp; NYSE rules, false rumors must be denied.",2021-04-26 14:05:33+00:00,81676,11,33,267
709,AlexCutler247,@SpacBobby $CCIV + $AAPL rumor showing to become more than just a rumor...👀,2021-04-26 13:58:27+00:00,140717,23,23,233
710,RyanRozbiani,The $CCIV &amp; $AAPL rumors are chugging the cciv price! https://t.co/MKl3bsH2uI,2021-04-26 13:57:54+00:00,15120,11,27,222
711,The_RockTrading,"$CCIV The Rumor of a Potential Partnership Between Lucid Motors and Apple (AAPL) May Have Some Substance to It After All

https://t.co/NTGKyIy5rS",2021-04-26 13:53:23+00:00,110664,29,125,504
712,JesseCohenInv,"Big Tech is the highlight of the earnings calendar, with Apple, Microsoft, Amazon, Alphabet, Facebook and Tesla all releasing results.

These 6 stocks have a market cap of just about $9 trillion.

$AAPL: $2.21T
$MSFT: $1.93T
$AMZN: $1.66T
$GOOGL: $1.52T
$FB: $842B
$TSLA: $700B https://t.co/gYrIvtCMwZ",2021-04-26 13:07:27+00:00,33041,9,58,228
713,Melt_Dem,"Q1 earnings week is upon us...

$TSLA, $GOOGL, $MSFT, $FB, $AAPL, $AMZN, $TWTR

let's see who put #Bitcoin on their balance sheet",2021-04-26 12:30:52+00:00,213550,56,156,1297
714,Investingcom,"*APPLE COMMITS $430 BILLION IN U.S. INVESTMENTS OVER FIVE YEARS

*APPLE COMMITMENT ADDS 20,000 NEW JOBS ACROSS COUNTRY 

$AAPL",2021-04-26 12:21:18+00:00,594027,7,75,408
715,garyblack00,"$TSLA +1% pre-mkt to $737 in an action packed week that incl $TSLA earnings tonight, Biden’s SOTU address Wed, Fed mtg/Powell press conf Wed, 1Q GDP Thurs, plus slew of corp earnings (Tue $MSFT $GOOG, Wed $FB $AAPL, Thur $AMZN). 10yr Treas ylds 1.59% +3.2 bp, SPX flat, QQQ -0.2%.",2021-04-26 12:07:33+00:00,85233,11,20,368
716,Stocks4Youngies,"What Id love to see this week:

$NIO above $45

$ALPP above $4

$ABML above $2.50

$AAPL above $140

$TSLA above $800

And SFY above 10,000 followers 😉😅",2021-04-26 08:51:38+00:00,10987,23,30,465
717,Bloqport,"NEW: Binance to list Microstrategy $MSTR, Apple $AAPL and Microsoft $MSFT as tradable stock tokens",2021-04-26 07:14:12+00:00,79357,18,102,549
718,Investingcom,$FB $AAPL $AMZN $MSFT $GOOGL $TSLA https://t.co/TvUHu5QqtT,2021-04-26 03:30:26+00:00,594027,4,48,316
719,MarketRebels,"Big week of earnings coming up.

Monday - $TSLA $ACI $AMKR
Tuesday - $GOOG $MSFT $AMD $PINS $SBUX $V $UPS $GE $MMM $BP $RTX
Wednesday - $BA $SHOP $SPOT $FB $AAPL $QCOM $TDOC $LOGI $EBAY $MGM
Thursday - $AMZN $NIO $TWTR
Friday - $XOM $CVX $CLX $AZN $ABBV",2021-04-25 23:02:13+00:00,128590,7,81,321
720,PandaOptions,"Pandas Weekly Watchlist 🐼

$AAPL 138c over 136, 130p under 131
$TSLA 770c over 755, 680p under 700
$AMD 86c over 84.75, 77p under 78
$NIO 43c over 42, 33p under 34
$GOOGL 2330c over 2306, 2200p under 2228
$SE 265c over 262, 235p under 240",2021-04-25 21:46:12+00:00,32723,8,26,249
721,Carnage4Life,I’m less interested in people who point out that I’d be rich today if I’d invested in $AAPL or $BTC a decade ago and more interested in people who can share a first principles rationale for why their current investments are the next Apple stock or digital store of value.,2021-04-25 19:26:04+00:00,44041,8,33,235
722,Stephanie_Link,"Busy eps week:  
top 5 $SPX names reporting - $AAPL, $MSFT, $AMZN, $GOOGL, $FB - 22.4% of $SPX - all reporting in one week, which has only happened 4 other times.",2021-04-25 16:27:28+00:00,97998,27,51,329
723,StockDweebs,"My top stocks to buy this week:

1. $FB - 3.5% 👨‍🦰
2. $NKE - 2.2% 🏃‍♂️
3. $GE - 3.8% 🌬️
4. $SPY - 1.4% 5⃣0⃣0⃣
5. $LYFT - 5.4% 🚗
6. $SAVE - 5.0% ✈️
7. $PLTR - 5.6% 🪖
8. $AAPL - 3.0% 🍎
9. $XOM - 3.0% ⛽️
10. $AZN - 2.6% 💉

Watch the technical analysis here: https://t.co/gqFy6MZbmJ",2021-04-25 13:00:01+00:00,180444,48,78,679
724,pbcinc,"$FB has so much room to run. Reminds me $AAPL at 10 PE when iPhone was a goner.

""Other"" line (Inc Marketplace) ""spiked by 156% year-over-year to $885 million. In comparison, during the same time period, Amazon’s third-party sellers’ business grew 53%""

https://t.co/GnKZ3PgQph",2021-04-25 12:33:28+00:00,4991,6,17,206
725,JesseCohenInv,"💥 This Week's Most Notable #Earnings (via @eWhispers)

Mon: $TSLA
Tues: $MSFT $GOOGL $AMD $PINS $V $SBUX $UPS $MMM $GE $TXN
Wed: $AAPL $FB $BA $F $SHOP $TDOC $SPOT $QCOM $EBAY $YUM
Thurs: $AMZN $TWTR $NIO $MCD $CAT $MA $GILD $MRK $DPZ $MO
Fri: $XOM $CVX $AZN $ABBV $CLX $CL

$SPY https://t.co/gtYDagEtIq",2021-04-25 11:52:19+00:00,33041,8,64,230
726,OMillionaires,"Some implies moves for #earnings next week:

$TSLA 8.0%
$MSFT 3.5%
$GOOGL 4.7%
$AMZN 4.5%
$FB 5.8%
$AAPL 4.5%
$SHOP 7.3%
$PINS 12.9%
$SPOT 7.9%
$TDOC 8.4%
$TWTR 10.3%
$BA 4.4%
$NIO 9.5%
$MCD 2.8%
$SBUX 3.9%
$DPZ 5.8%
$SWKS 5.2%
$ENPH 11.4%
$V 2.9%
$UPS 4.9%",2021-04-25 11:04:09+00:00,105399,20,108,492
727,Insideioscom,What to expect on Apple Q2 2021 Earnings Report scheduled on April 28 https://t.co/AsNQ6AnQYC via @insideioscom #AAPL #Earnings,2021-04-25 05:44:51+00:00,316,2,13,917
728,thettinvestor,"4 empresas representam quase 70% do portóflio de U$ 269.927.528.000,00 investidos da Berkshire Hathaway

AAPL – Apple Inc. 43.61%
BAC – Bank of America Corp. 11.34%
KO – Coca Cola Co. 8.13%
AXP – American Express 6.79%

Os 30% restante são compostos por 43 empresas.",2021-04-25 01:09:11+00:00,58466,8,20,436
729,LarryLogical,"Just a reminder: those that say, 'ONLY $BTC' are either oblivious to technology advancing or trying to push adoption by shaming people wanting to look elsewhere

Imagine someone saying $AAPL ONLY, they'd get laughed out of the room

IMO: This WILL happen:
1. $BTC
2. $ETH
3. $LINK https://t.co/e2qXfWO2fg",2021-04-24 21:53:58+00:00,6787,7,38,211
